0,0,10489,0,0.00198
0,0,10758,0,0.0022338
0,0,10738,0,0.0031585
0,0,10992,0,0.0036011
0,0,10461,0,0.0036577
0,0,10692,0,0.0046933
0,0,11117,0,0.0047532
0,0,11274,0,0.0055394
0,0,10852,0,0.0064237
0,0,11281,0,0.0075261
0,0,10210,0,0.0083057
0,0,10459,0,0.0092351
0,0,10242,0,0.010024
0,0,10576,0,0.010199
0,0,10955,0,0.01024
0,0,10920,0,0.010361
0,0,10344,0,0.011172
0,0,10141,0,0.011698
0,0,10299,0,0.011943
0,0,9672.2,0,0.012501
0,0,7919.9,0,0.014066
0,0,7653,0,0.015143
0,0,8051.1,0,0.015363
0,0,7930.8,0,0.015604
0,0,7815.6,0,0.015688
0,0,7505.1,0,0.015785
0,0,8002.9,0,0.015903
0,0,8365.3,0,0.016111
0,0,8408,0,0.016717
0,0,8034.9,0,0.01773
0,0,8406.4,0,0.019237
0,0,8690.7,0,0.021728
0,0,8815.3,0,0.02183
0,0,9095,0,0.021935
0,0,9203,0,0.022744
0,0,9339.4,0,0.023601
0,0,9547.8,0,0.024454
0,0,9105,0,0.025262
0,0,9671.9,0,0.025386
0,0,10004,0,0.026427
0,0,9384.5,0,0.0265
0,0,9056.5,0,0.026572
0,0,8726.6,0,0.027431
0,0,9355.6,0,0.027828
0,0,9127.2,0,0.028229
0,0,9744.1,0,0.029316
0,0,10017,0,0.030303
0,0,10119,0,0.030372
0,0,10471,0,0.031433
0,0,10741,0,0.03249
0,0,11033,0,0.033561
0,0,10908,0,0.03396
0,0,11150,0,0.034171
0,0,11228,0,0.034664
0,0,10991,0,0.035533
0,0,11318,0,0.036544
0,0,10975,0,0.036773
0,0,10196,0,0.037153
0,0,9897.5,0,0.03746
0,0,10624,0,0.03842
0,0,10470,0,0.038753
0,0,10525,0,0.038824
0,0,11051,0,0.038863
0,0,11384,0,0.039852
0,0,11627,0,0.040272
0,0,11843,0,0.040336
0,0,11704,0,0.040417
0,0,11101,0,0.040486
0,0,11783,0,0.040699
0,0,12009,0,0.040744
0,0,12133,0,0.04079
0,0,12494,0,0.041071
0,0,12358,0,0.041878
0,0,11746,0,0.042385
0,0,12211,0,0.042916
0,0,12653,0,0.043516
0,0,13100,0,0.043927
0,0,13461,0,0.044022
0,0,13647,0,0.04407
0,0,14148,0,0.044226
0,0,14121,0,0.045059
0,0,13993,0,0.045824
0,0,14727,0,0.046527
0,0,14413,0,0.046793
0,0,14837,0,0.047985
0,0,15097,0,0.048124
0,0,15579,0,0.048158
0,0,15394,0,0.04822
0,0,15927,0,0.048309
0,0,15588,0,0.048576
0,0,16238,0,0.050083
0,0,16153,0,0.050268
0,0,16277,0,0.051109
0,0,16628,0,0.052308
0,0,16946,0,0.05239
0,0,16961,0,0.053283
0,0,16987,0,0.054318
0,0,17166,0,0.055612
0,0,16373,0,0.057063
0,0,17573,0,0.05747
